Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
Djibouti,DJI,"Population, total",SP.POP.TOTL,1999,724218.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,1999,2212780.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,1999,65374561.0
Kenya,KEN,"Population, total",SP.POP.TOTL,1999,29733408.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,1999,8147912.0
Somalia,SOM,"Population, total",SP.POP.TOTL,1999,8492059.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,1999,5771628.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,1999,33300330.0
Uganda,UGA,"Population, total",SP.POP.TOTL,1999,23257281.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2000,6470194.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2000,747318.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2000,2247031.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2000,67411494.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2000,30642890.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2000,8213931.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2000,8838713.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2000,6032267.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2000,34260139.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2000,24000150.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2001,6634365.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2001,771313.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2001,2312079.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2001,69487762.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2001,31619170.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2001,8287094.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2001,9198493.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2001,6308391.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2001,35198299.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2001,24745676.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2002,6824132.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2002,795574.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2002,2392978.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2002,71635517.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2002,32629808.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2002,8400180.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2002,9550063.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2002,6596806.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2002,36121304.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2002,25532870.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2003,7043154.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2003,813519.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2003,2493903.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2003,73832663.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2003,33652223.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2003,8586875.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2003,9909157.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2003,6903127.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2003,37089555.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2003,26352124.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2004,7310656.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2004,826124.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2004,2598284.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2004,76077206.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2004,34713455.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2004,8816844.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2004,10280998.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2004,7233041.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2004,38109668.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2004,27154515.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2005,7587299.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2005,839167.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2005,2661215.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2005,78367470.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2005,35796484.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2005,9054528.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2005,10644228.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2005,7590143.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2005,39182076.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2005,27963289.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2006,7865547.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2006,855764.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2006,2703502.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2006,80703490.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2006,36904008.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2006,9299246.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2006,10975502.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2006,7976526.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2006,40294902.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2006,28794003.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2007,8161874.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2007,874528.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2007,2743222.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2007,83103217.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2007,38036349.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2007,9549933.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2007,11322582.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2007,8388788.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2007,41435512.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2007,29653430.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2008,8505637.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2008,892734.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2008,2816327.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2008,85543668.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2008,39206351.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2008,9804269.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2008,11663084.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2008,8817647.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2008,42570728.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2008,30539553.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2009,8947646.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2009,911527.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2009,2887885.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2009,88007636.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2009,40408891.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2009,10060432.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2009,11961201.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2009,9243556.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2009,43633982.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2009,31451151.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2010,9376444.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2010,930251.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2010,2945186.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2010,90538514.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2010,41598567.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2010,10317553.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2010,12261756.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2010,9745953.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2010,44758488.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2010,32390802.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2011,9717978.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2011,948558.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2011,2998485.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2011,93149970.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2011,42758461.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2011,10573733.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2011,12348830.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2011,10288109.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2011,46029367.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2011,33354543.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2012,10071028.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2012,966747.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2012,3036988.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2012,95798767.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2012,43888303.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2012,10829901.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2012,12461160.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2012,10756240.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2012,47374260.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2012,34337438.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2013,10439341.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2013,984824.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2013,3074360.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2013,98438751.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2013,44986791.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2013,11093340.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2013,12869594.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2013,11166275.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2013,48824128.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2013,35337042.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2014,10799785.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2014,1002717.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2014,3095173.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2014,101115610.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2014,46051440.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2014,11364757.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2014,13339491.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2014,11235073.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2014,50351512.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2014,36395539.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2015,11047580.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2015,1020313.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2015,3105546.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2015,103867135.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2015,47088526.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2015,11640022.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2015,13806963.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2015,11107561.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2015,52020962.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2015,37531446.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2016,11239451.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2016,1037653.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2016,3124698.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2016,106718162.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2016,48139687.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2016,11919183.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2016,14348740.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2016,10830102.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2016,53824013.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2016,38799152.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2017,11506762.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2017,1054841.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2017,3150347.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2017,109666481.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2017,49197766.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2017,12202060.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2017,14916629.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2017,10259154.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2017,55652890.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2017,40177388.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2018,11859446.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2018,1071882.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2018,3192760.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2018,112664152.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2018,50207107.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2018,12487996.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2018,15452487.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2018,10122977.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2018,57437145.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2018,41565831.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2019,12255336.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2019,1088709.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2019,3240194.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2019,115737383.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2019,51202827.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2019,12776103.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2019,16030971.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2019,10423384.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2019,59174891.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2019,42999637.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2020,12617036.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2020,1105188.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2020,3291271.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2020,118917671.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2020,52217334.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2020,13065837.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2020,16651191.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2020,10698467.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2020,60972798.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2020,44457152.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2021,12965481.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2021,1121248.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2021,3350183.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2021,122138588.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2021,53219166.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2021,13355260.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2021,17271431.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2021,10865780.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2021,62830412.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2021,45910930.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2022,13321097.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2022,1137096.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2022,3409447.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2022,125384287.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2022,54252461.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2022,13651030.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2022,17801897.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2022,11021177.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2022,64711821.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2022,47312719.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2023,13689450.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2023,1152944.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2023,3470390.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2023,128691692.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2023,55339003.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2023,13954471.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2023,18358615.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2023,11483374.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2023,66617606.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2023,48656601.0
Burundi,BDI,"Population, total",SP.POP.TOTL,2024,14047786.0
Djibouti,DJI,"Population, total",SP.POP.TOTL,2024,1168722.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,2024,3535603.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2024,132059767.0
Kenya,KEN,"Population, total",SP.POP.TOTL,2024,56432944.0
Rwanda,RWA,"Population, total",SP.POP.TOTL,2024,14256567.0
Somalia,SOM,"Population, total",SP.POP.TOTL,2024,19009151.0
South Sudan,SSD,"Population, total",SP.POP.TOTL,2024,11943408.0
Tanzania,TZA,"Population, total",SP.POP.TOTL,2024,68560157.0
Uganda,UGA,"Population, total",SP.POP.TOTL,2024,50015092.0
